iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,15646,15646,28547,138
2,11146,11146,23198,138
3,7257,7257,19620,138
4,5109,5109,15027,138
5,3374,3374,12056,138
6,2217,2217,9482,138
7,1764,1764,6677,138
8,1403,1403,4689,138
9,1033,1033,3765,138
10,679,679,2604,138
11,503,503,2055,138
12,364,364,1455,138
13,356,356,1285,138
14,356,361,960,138
15,356,357,999,138
16,254,254,790,138
17,242,242,759,138
18,172,172,645,138
19,167,167,529,138
20,162,162,542,138
