iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17130,17130,27532,429
2,11806,11806,23902,429
3,7172,7172,20110,429
4,4803,4803,15605,429
5,3299,3299,12296,429
6,2527,2527,9639,429
7,1865,1865,6703,429
8,1642,1642,5155,429
9,1275,1275,3697,429
10,1056,1056,2683,429
11,1000,1000,2413,429
12,911,911,2219,429
13,681,681,1731,429
14,610,610,1660,429
15,607,607,1389,429
16,536,536,1164,429
17,526,526,1022,429
18,526,540,893,429
19,473,473,898,429
20,462,462,800,429
