iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,37794,37794,41820,253
2,25944,25944,31459,253
3,17017,17017,21499,253
4,11756,11756,15349,253
5,7317,7317,9713,253
6,4080,4080,7389,253
7,2695,2695,4588,253
8,1375,1375,3363,253
9,1018,1018,2343,253
10,597,597,1351,253
11,443,443,836,253
12,325,325,665,253
13,285,285,469,253
14,278,278,370,253
15,275,275,334,253
16,273,273,290,253
17,270,270,287,253
18,269,269,282,253
19,268,268,281,253
20,268,268,277,253
