iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,15149,15149,27414,429
2,11314,11314,22797,429
3,8373,8373,19310,429
4,5494,5494,15334,429
5,4080,4080,11468,429
6,3224,3224,9067,429
7,2688,2688,6797,429
8,1996,1996,5195,429
9,1484,1484,3968,429
10,1308,1308,3153,429
11,1121,1121,2493,429
12,894,894,2148,429
13,788,788,1969,429
14,615,615,1773,429
15,538,538,1386,429
16,538,538,1069,429
17,534,534,968,429
18,534,550,1034,429
19,511,511,933,429
20,464,464,872,429
