iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17554,17554,21235,429
2,12681,12681,15114,429
3,7842,7842,11523,429
4,4924,4924,8185,429
5,3516,3516,5339,429
6,2472,2472,4083,429
7,1459,1459,3020,429
8,938,938,1970,429
9,653,653,1539,429
10,589,589,1037,429
11,473,473,774,429
12,451,451,634,429
13,446,446,605,429
14,444,444,518,429
15,444,445,473,429
16,438,438,470,429
17,438,439,458,429
18,437,437,458,429
19,434,434,450,429
20,434,434,449,429
