iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,3529,3529,41791,253
2,289,289,5314,253
3,281,281,949,253
4,274,274,439,253
5,270,270,293,253
6,270,270,296,253
7,269,269,295,253
8,269,269,292,253
9,269,269,294,253
10,269,269,290,253
11,269,269,290,253
12,269,269,293,253
13,269,269,291,253
14,269,269,295,253
15,269,269,293,253
16,269,269,295,253
17,269,269,292,253
18,269,269,292,253
19,269,269,296,253
20,269,269,295,253
