iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,463,463,15985,429
2,450,450,2640,429
3,443,443,683,429
4,438,438,463,429
5,435,435,463,429
6,435,435,463,429
7,434,434,461,429
8,434,434,463,429
9,434,434,463,429
10,433,433,463,429
11,433,433,465,429
12,433,433,463,429
13,433,433,463,429
14,433,433,463,429
15,433,433,463,429
16,433,433,463,429
17,433,434,462,429
18,433,434,463,429
19,433,433,463,429
20,433,433,463,429
