iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17007,17007,21374,429
2,10630,10630,17058,429
3,7996,7996,11760,429
4,5435,5435,7787,429
5,3145,3145,5314,429
6,2422,2422,3658,429
7,1289,1289,2984,429
8,894,894,1971,429
9,643,643,1633,429
10,529,529,1310,429
11,487,487,790,429
12,453,453,590,429
13,442,442,551,429
14,442,444,470,429
15,440,440,467,429
16,438,438,460,429
17,438,438,454,429
18,438,438,453,429
19,434,434,454,429
20,434,434,446,429
