iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,159,159,16013,138
2,152,152,2424,138
3,146,146,340,138
4,143,143,162,138
5,143,143,159,138
6,142,142,163,138
7,142,142,160,138
8,142,142,162,138
9,142,142,160,138
10,142,142,159,138
11,142,142,162,138
12,142,142,163,138
13,142,142,162,138
14,142,142,161,138
15,142,142,163,138
