iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17872,17872,21045,138
2,11597,11597,16249,138
3,8113,8113,11511,138
4,5315,5315,7406,138
5,2849,2849,5696,138
6,2079,2079,3738,138
7,1111,1111,2552,138
8,688,688,1665,138
9,476,476,1034,138
10,329,329,700,138
11,204,204,521,138
12,157,157,379,138
13,155,155,214,138
14,152,152,210,138
15,152,152,172,138
16,146,146,163,138
17,146,146,158,138
18,144,144,157,138
19,143,143,157,138
20,142,142,157,138
