iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,37767,37767,41991,253
2,25098,25098,31419,253
3,16694,16694,22644,253
4,11367,11367,16036,253
5,6867,6867,10764,253
6,4331,4331,7217,253
7,2763,2763,5153,253
8,1773,1773,3295,253
9,1239,1239,2299,253
10,674,674,1449,253
11,390,390,1039,253
12,372,372,735,253
13,279,279,531,253
14,278,278,399,253
15,278,279,325,253
16,276,276,302,253
17,275,275,295,253
18,273,273,289,253
19,269,269,286,253
20,269,269,282,253
