iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,289,289,33547,253
2,281,281,4234,253
3,274,274,705,253
4,270,270,382,253
5,270,270,297,253
6,269,269,293,253
7,269,269,293,253
8,269,269,290,253
9,269,269,294,253
10,269,269,293,253
11,269,269,292,253
12,269,269,293,253
13,269,269,293,253
14,269,269,298,253
15,269,269,293,253
16,269,269,291,253
17,269,269,295,253
18,269,269,293,253
19,269,269,294,253
20,269,269,291,253
