iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,16308,16308,27721,429
2,10913,10913,23513,429
3,7628,7628,19264,429
4,5709,5709,15722,429
5,4518,4518,11930,429
6,2922,2922,9245,429
7,2097,2097,6909,429
8,1590,1590,5037,429
9,1308,1308,3847,429
10,1053,1053,3267,429
11,941,941,2620,429
12,858,858,1986,429
13,792,792,1701,429
14,759,759,1383,429
15,733,733,1294,429
16,638,638,1287,429
17,589,589,1154,429
18,487,487,1035,429
19,474,474,955,429
20,472,472,890,429
