iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,16266,16266,26709,429
2,11385,11385,23450,429
3,8342,8342,18834,429
4,6048,6048,15065,429
5,4536,4536,12041,429
6,3197,3197,9482,429
7,2424,2424,7057,429
8,1818,1818,5332,429
9,1380,1380,3851,429
10,1028,1028,2894,429
11,930,930,2449,429
12,797,797,1906,429
13,793,793,1587,429
14,708,708,1342,429
15,580,580,1282,429
16,493,493,1187,429
17,487,487,946,429
18,487,487,909,429
19,479,479,870,429
20,452,452,703,429
