iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,159,159,15463,138
2,154,154,2290,138
3,146,146,423,138
4,144,144,249,138
5,143,143,164,138
6,142,142,160,138
7,142,142,161,138
8,141,141,162,138
9,141,141,162,138
10,141,142,160,138
11,141,141,161,138
12,141,141,159,138
13,141,141,163,138
14,141,141,160,138
15,141,141,162,138
16,141,141,161,138
17,141,141,160,138
18,141,141,162,138
19,141,141,162,138
20,141,141,164,138
