iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17130,17130,27979,138
2,11491,11491,23499,138
3,8406,8406,19387,138
4,6355,6355,16080,138
5,4524,4524,13073,138
6,3568,3568,9599,138
7,2842,2842,7487,138
8,1875,1875,5609,138
9,1491,1491,4606,138
10,995,995,3324,138
11,864,864,2535,138
12,676,676,1818,138
13,617,617,1562,138
14,534,534,1422,138
15,390,390,996,138
16,295,295,953,138
17,270,270,746,138
18,186,186,690,138
19,178,178,607,138
20,167,167,541,138
