iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,18754,18754,21717,429
2,11944,11944,16653,429
3,8049,8049,11951,429
4,5501,5501,8609,429
5,3382,3382,5586,429
6,2328,2328,3911,429
7,1517,1517,3240,429
8,925,925,1953,429
9,636,636,1547,429
10,520,520,1133,429
11,503,503,807,429
12,452,452,733,429
13,445,445,563,429
14,439,439,504,429
15,439,441,460,429
16,437,437,455,429
17,436,436,450,429
18,434,434,449,429
19,434,434,452,429
20,434,434,454,429
