iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,16959,16959,27310,138
2,12519,12519,24157,138
3,8802,8802,20633,138
4,6070,6070,16141,138
5,4643,4643,12799,138
6,3419,3419,9755,138
7,2653,2653,7159,138
8,1735,1735,5566,138
9,1146,1146,4061,138
10,942,942,3262,138
11,788,788,2472,138
12,726,726,1963,138
13,612,612,1536,138
14,522,522,1322,138
15,427,427,1090,138
16,330,330,893,138
17,296,296,869,138
18,277,277,858,138
19,219,219,671,138
20,180,180,544,138
