iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,18165,18165,20852,138
2,11939,11939,16155,138
3,8388,8388,11937,138
4,5479,5479,8568,138
5,3574,3574,6146,138
6,1901,1901,4080,138
7,1151,1151,2495,138
8,816,816,1959,138
9,521,521,1339,138
10,357,357,860,138
11,218,218,610,138
12,156,156,402,138
13,156,158,317,138
14,153,153,228,138
15,150,150,225,138
16,150,150,171,138
17,145,145,162,138
18,145,145,170,138
19,145,148,173,138
20,143,143,167,138
