iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,18583,18583,21187,138
2,12548,12548,16808,138
3,7892,7892,11896,138
4,5807,5807,9212,138
5,3448,3448,6126,138
6,2217,2217,3861,138
7,1215,1215,2689,138
8,805,805,1830,138
9,491,491,1523,138
10,324,324,811,138
11,157,157,514,138
12,156,156,345,138
13,154,154,334,138
14,154,154,227,138
15,153,153,219,138
16,151,151,172,138
17,150,150,168,138
18,149,149,161,138
19,146,146,164,138
20,145,145,161,138
