iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,37623,37623,42070,253
2,26342,26342,30831,253
3,17598,17598,23027,253
4,11699,11699,14855,253
5,7348,7348,10582,253
6,4743,4743,6773,253
7,2776,2776,4993,253
8,1779,1779,3090,253
9,937,937,2009,253
10,495,495,1543,253
11,369,369,885,253
12,336,336,679,253
13,284,284,508,253
14,277,277,481,253
15,275,275,341,253
16,274,274,341,253
17,271,271,325,253
18,271,271,284,253
19,267,267,280,253
20,267,268,282,253
