iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,16111,16111,28144,429
2,10832,10832,23460,429
3,7907,7907,19379,429
4,5273,5273,15365,429
5,3778,3778,11975,429
6,2913,2913,9457,429
7,2127,2127,6928,429
8,1625,1625,5293,429
9,1366,1366,3756,429
10,1105,1105,2952,429
11,995,995,2551,429
12,895,895,1767,429
13,722,722,1619,429
14,615,615,1416,429
15,569,569,1202,429
16,553,553,1044,429
17,514,514,970,429
18,483,483,890,429
19,472,472,893,429
20,457,457,795,429
