iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,15266,15266,27611,138
2,10269,10269,23478,138
3,7191,7191,18778,138
4,5776,5776,15153,138
5,4086,4086,11799,138
6,2921,2921,8932,138
7,2107,2107,7014,138
8,1571,1571,5180,138
9,1265,1265,4011,138
10,815,815,2985,138
11,679,679,2316,138
12,638,638,1742,138
13,609,609,1453,138
14,455,455,1173,138
15,373,373,1004,138
16,232,232,793,138
17,165,165,766,138
18,157,157,702,138
19,156,156,566,138
20,155,155,526,138
