iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17866,17866,20580,429
2,12554,12554,15176,429
3,8362,8362,10926,429
4,5528,5528,7696,429
5,4001,4001,5334,429
6,2470,2470,4227,429
7,1216,1216,2847,429
8,997,997,2057,429
9,727,727,1521,429
10,539,539,1112,429
11,484,484,801,429
12,458,458,684,429
13,440,440,549,429
14,437,437,483,429
15,437,438,463,429
16,436,436,459,429
17,436,436,453,429
18,435,435,452,429
19,435,435,448,429
20,434,434,449,429
