iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,17035,17035,28391,138
2,11578,11578,24536,138
3,8496,8496,20097,138
4,5717,5717,16532,138
5,4396,4396,12911,138
6,3287,3287,10269,138
7,2173,2173,7599,138
8,1195,1195,6284,138
9,806,806,4429,138
10,611,611,2751,138
11,541,541,1921,138
12,477,477,1316,138
13,394,394,1245,138
14,394,395,1022,138
15,366,366,866,138
16,263,263,748,138
17,254,254,780,138
18,233,233,631,138
19,180,180,560,138
20,165,165,549,138
