iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,463,463,20615,429
2,452,452,2304,429
3,442,442,667,429
4,438,438,463,429
5,436,436,463,429
6,436,436,463,429
7,436,436,463,429
8,436,436,463,429
9,434,434,463,429
10,434,434,463,429
11,434,436,463,429
12,434,434,463,429
13,433,433,463,429
14,433,433,463,429
15,433,433,463,429
16,433,433,463,429
17,433,433,463,429
18,433,434,463,429
19,433,433,463,429
20,433,433,463,429
