iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,289,289,31755,253
2,284,284,4287,253
3,277,277,669,253
4,272,272,339,253
5,270,270,295,253
6,270,270,292,253
7,270,270,293,253
8,270,270,292,253
9,269,269,291,253
10,269,269,294,253
11,269,269,294,253
12,269,270,293,253
13,269,269,298,253
14,269,270,292,253
15,269,270,299,253
16,269,269,296,253
17,269,269,292,253
18,269,270,295,253
19,269,270,293,253
20,269,269,298,253
