iteracion,fitness,mejor iteracion,peor iteracion,optimo
1,18166,18166,21509,429
2,12703,12703,16938,429
3,8295,8295,12034,429
4,5331,5331,8023,429
5,3514,3514,5862,429
6,2232,2232,3807,429
7,1405,1405,2673,429
8,1008,1008,1851,429
9,708,708,1377,429
10,544,544,1062,429
11,461,461,814,429
12,448,448,631,429
13,447,447,568,429
14,443,443,514,429
15,439,439,501,429
16,439,440,461,429
17,438,438,462,429
18,434,434,450,429
19,434,434,452,429
20,433,433,449,429
